,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF ID,Remote/Onsite,Primary Work Month,Time Zone,Task ID,Company,"Executive 
Sponsor",Project Lead,Project Support,NVA ,Billing/Set Up,Products,Status,Next Steps,Contract Signed,SRA Enabled,SRA Kickoff (SRA),Receive Policies and Procedures/BAA (SRA),Review Policies and Procedures (SRA),Schedule Onsite/Remote Interview (SRA),Go Onsite/Have Interview (SRA),Recieve Requested Follow up Documentation (SRA),Review SRA (SRA),Schedule Final SRA Report (SRA),Present Final SRA Report (SRA),NVA Enabled,NVA Kickoff (NVA),Receive Network Security Platform,Receive Credentials (NVA),Verify Access (NVA),Execute External Scan,Execute Dark Web Scan,Install Nessus,Execute Internal Scan,AdTidy,SpecOps,Nmap Scan,Scans Completed (NVA),Access Removed (NVA),Compile Report (NVA),Schedule Final NVA Report (NVA),Present Final NVA Report (NVA),Total Days,P+P Days,Wrap Up Days,NVA Access,NVA Scans Complete,NVA Wrap Up Days,Kickoff + 30 days,ACD,Disparity,Kickoff + 28 days,ACD,Disparity,
5630,,,,,Western Washington Medical Group,Joe,Margaret,Margaret,NA,Billed/Set Up,Policy Build,On Track,"5/1 - Conducted policy build, additional questions to be filled out",3/6/2025,,Not Applicable,Not Applicable,TBC,TBC,TBC,TBC,Not Applicable,Not Applicable,6/3/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,#VALUE!,#VALUE!,NA,NA,NA,#VALUE!,6/3/2025,#VALUE!,#VALUE!,Not Applicable,#VALUE!,
8752,,,,,NOAH,Joe,Jordan,Vaughn,NA,Billed/Set Up,SRA (Renewal),On Track,5/15 - Onsite visit complete,4/3/2025,,4/16/25,4/16/25,5/9/25,5/2/25,5/14/25,NA,TBC,TBC,6/3/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,35,18,#VALUE!,NA,NA,NA,5/14/2025,6/3/2025,20,,,,
10693,,,,,Multnomah County Community Health Center,,Joe,Rachel,NA,Billed/Set Up,SRA,On Track,"6/10 - Check in call set for 6/12, Final review set for 6/18",3/14/2025,,4/9/25,4/18/25,4/23/25,5/6/25,5/22/25,NA,6/5/25,6/10/25,6/18/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,51,,,,,,,,,,,,
8891,,,,,Creek Valley Health Clinic,Joe,Dan,NA,Dan,Billed/Set Up,NVA (Renewal),On Track,4/28 - Sent email to confirm NVA credentials,2/12/2025,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,2/17/25,5/27/25,5/27/25,5/28/25,TBC,5/27/2025,5/28/2025,TBC,5/27/2025,5/28/2025,5/28/2025,,,6/10/2025,6/13/2025,6/19/2025,89,NA,NA,73,1,10,,,,3/17/2025,6/19/2025,94,
6119,,,,,"Embright, LLC",Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,"6/11 - IT interviews completed, schedule for final review",1/23/2025,,5/7/25,5/14/25,5/19/25,5/20/25,5/28/25,NA,6/13/25,TBC,6/26/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,37,4,13,NA,NA,NA,6/4/2025,6/26/2025,22,,,,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,#VALUE!,#VALUE!,20,8,21,,,#VALUE!,,,#VALUE!,
,,,,,Q3 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,,,,,Covenant Community Care (Policy Build),Amanda,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,6/23 - Pausing timeline for Policy Build project,6/10/2025,,6/10/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,7/5/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,19,#VALUE!,#VALUE!,NA,NA,NA,7/8/2025,7/5/2025,-3,,,,
9006,,,,,North Cascade Cancer Center,Joe,Dan,NA,Dan,Billed/Set Up,NVA,On Track,5/5 - Sent email to schedule kickoff,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5/20/25,5/20/25,5/20/25,5/20/25,6/21/2025,5/20/2025,6/21/2025,6/21/2025,5/21/2025,5/21/2025,5/21/2025,,,TBC,TBC,7/11/2025,39,,,1,2,#VALUE!,,,,6/17/2025,7/11/2025,24,
8459,Remote,,CST,,MD EMR Systems,Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,4/17 - Sent follow up email to see how they want to proceed with SRA,2/27/2025,,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,7/24/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,#VALUE!,#VALUE!,NA,NA,NA,#VALUE!,7/24/2025,#VALUE!,,,,
9791,Onsite,,PST,,Quinault Wellness Center,Joe,Jordan,Brayden,NA,Billed/Set Up,SRA (Renewal),On Track,7/15 - Sent proposed times for final review,6/13/2024,,5/19/25,5/19/25,6/16/25,5/28/25,6/30/25,NA,7/15/25,TBC,7/25/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,50,21,12,NA,NA,NA,6/16/2025,7/25/2025,39,,,,
5732,Remote,,EST,,Summit,Joe,Margaret,Dan,NA,Billed/Set Up,SRA (Renewal),On Track,6/23 - Waiting on completion of Walkthrough checkist,5/6/2025,,5/6/25,5/13/25,6/5/25,6/4/25,6/17/25,NA,TBC,TBC,8/8/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,69,18,#VALUE!,NA,NA,NA,6/3/2025,8/8/2025,66,,,,
9571,Onsite,,PST,,Allele Diagnostics,Joe,Jordan,Dan,Dan,Billed/Set Up,SRA+NVA (Renewal),On Track,7/28 - Confirmed Final Review for 8/19,4/29/2024,,5/20/25,6/9/25,6/16/25,5/20/25,7/22/25,NA,TBC,7/28/25,8/19/25,,5/14/24,5/23/24,5/23/24,6/30/25,7/5/2025,7/1/2025,6/30/2025,7/4/2025,6/30/2025,6/30/2025,7/1/2025,7/5/2025,7/8/2025,7/15/2025,TBC,TBC,66,6,#VALUE!,295,2,11,6/17/2025,8/19/2025,63,6/11/2024,TBC,#VALUE!,
10796,Onsite,,PST,,WCDC,,Jordan,Jordan,Dan,Billed/Set Up,SRA+NVA,On Track,8/5 - Final Review scheduled for 8/15,6/10/2025,,6/12/25,7/1/25,7/4/25,6/11/25,7/2/25,NA,7/17/25,8/6/25,8/15/25,,6/12/25,TBC,7/18/25,7/21/25,TBC,TBC,TBC,TBC,TBC,TBC,7/21/2025,7/23/2025,7/28/2025,8/1/2025,8/6/2025,8/15/2025,47,,,,,,7/10/2025,,,,,,
8815,Onsite,,PST,,DZA,Joe,Jordan,Summer,NA,Billed/Set Up,SRA,On Track,7/29 - Final review scheduled for 8/26,6/12/2025,,6/12/25,6/18/25,7/19/25,6/12/25,7/21/25,NA,8/25/25,7/29/25,8/26/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,54,23,26,NA,NA,NA,7/10/2025,,,,,,
8965,Remote,,EST,,Person Family Medicine,,Margaret,Margaret,Dan,Billed/Set Up,SRA+NVA,On Track,8/12 - Sent out proposed final review dates,6/18/2025,,6/24/25,7/8/25,7/20/25,7/18/25,7/30/25,NA,8/14/25,TBC,9/2/25,,6/24/25,TBC,7/23/25,7/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,7/25/2025,8/1/2025,8/14/2025,TBC,9/2/2025,51,,,,,,7/22/2025,,,,,,
9574,Remote,,CST,,Covenant Community Care,Amanda,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,"8/5 - Called last week, following up on remaining documents before sending final review dates",6/10/2025,,6/10/25,7/8/25,7/8/25,7/8/25,7/11/25,TBC,TBC,TBC,8/26/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,56,1,#VALUE!,NA,NA,NA,7/8/2025,8/26/2025,49,,,,
5783,Remote,,AZ,,White Mountain Regional Medical Center,Joe,Dan,NA,Dan,Billed/Set Up,NVA (Renewal),On Track,7/21 - Hold till 9/1,9/13/2023,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5/7/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/2/2025,85,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,Not Applicable,#VALUE!,,,,
4816,Remote,,MST,,Colorado Allergy and Asthma Centers,Joe,Margaret,Dan,Dan,Billed/Set Up,SRA+NVA,On Track,8/12 - Sent out proposed final review dates,6/25/2025,,7/2/25,7/18/25,7/21/25,7/21/25,7/30/25,TBC,8/14/25,TBC,9/2/25,,7/2/25,7/11/25,7/11/25,7/14/25,7/16/2025,7/15/2025,7/14/2025,7/17/2025,7/15/2025,7/15/2025,7/15/2025,7/17/2025,7/28/2025,8/14/2025,TBC,9/2/2025,45,2,12,,,,7/30/2025,9/2/2025,34,7/30/2025,9/2/2025,34,
8728,Onsite,,AZ,,"Chiricahua Community Health Centers, Inc.",Joe,Jordan,Molly,Dan,Billed/Set Up,SRA+NVA (Renewal),On Track,"8/12 - Onsite completed, beginning review phase, finishing NVA scans",4/18/2024,,6/25/25,7/18/25,8/4/25,7/11/25,8/6/25,TBC,TBC,TBC,9/3/25,,6/25/25,TBC,7/18/25,8/7/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/3/2025,51,12,#VALUE!,32,#VALUE!,#VALUE!,7/23/2025,9/3/2025,42,7/23/2025,9/3/2025,42,
5163,Onsite,,PST,,NEW Health,Joe,Jordan,Jordan,Dan,Billed/Set Up,SRA+NVA (Renewal),On Track,8/5 - Reviewing SRA in preparation for final review,5/20/2024,,5/22/25,6/2/25,6/10/25,7/15/25,8/12/25,TBC,TBC,TBC,9/4/25,,5/22/25,6/2/25,6/2/25,6/24/25,7/4/2025,6/25/2025,6/25/2025,7/4/2025,6/24/2025,6/24/2025,7/7/2025,7/7/2025,7/15/2025,7/15/2025,TBC,9/4/2025,76,7,#VALUE!,24,10,7,6/19/2025,9/4/2025,77,6/19/2025,9/4/2025,77,
10935,Remote,,MST,,Gunnison Valley,,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,8/11 - Interview completed. Beginning review phase,7/15/2025,,7/17/25,7/22/25,8/6/25,7/25/25,8/11/25,TBC,TBC,TBC,9/8/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,38,,,,,,,,,,,,
5794,Remote,Sept,EST,,The Neurology Center,Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,9/10 - Final Review,8/14/2023,,7/9/25,7/23/25,8/4/25,7/9/25,8/13/25,NA,8/28/25,8/27/25,9/10/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,46,9,12,NA,NA,NA,8/6/2025,9/10/2025,35,,,,
10921,Remote,Sept,PST,,CalViva,,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,8/12 - Sent out proposed interview dates,7/17/2025,,7/29/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/10/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,32,,,,,,,,,,,,
10932,Remote,Sept,CST,,Aspire (Policy Build),,Jordan,Jordan,NA,Billed/Set Up,Policy Build,On Track,9/5 - Policy build completed,7/11/2025,,7/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/5/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,33,,,,,,,,,,,,
9972,Onsite,Sept,PST,,Better Health Together,Joe,Jordan,Dan,NA,Billed/Set Up,SRA (Renewal),On Track,9/12 - Final Review,3/23/2025,,7/23/25,7/30/25,8/16/25,7/23/25,8/18/25,9/1/25,9/2/25,9/1/25,9/12/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,38,13,12,NA,NA,NA,8/20/2025,9/12/2025,23,,,,
6022,Remote,Sept,CST,,Prism,Joe,Margaret,Dan,Dan,Billed/Set Up,SRA+NVA (Renewal),On Track,9/2 - Follow up on NVA credentials to start scans,3/5/2025,,6/11/25,7/30/25,8/10/25,7/30/25,8/21/25,TBC,TBC,TBC,9/18/25,,6/11/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,72,8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7/9/2025,9/18/2025,71,,,,
9973,Onsite,Sept,EST,,WNCCHS,,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,9/18- Final Review,6/24/2025,,7/8/25,8/19/25,8/19/25,7/14/25,8/19/25,NA,9/3/25,9/2/25,9/18/25,,Not Applicable,TBC,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,53,,,,,,8/5/2025,,,,,,
10623,Remote,Sept,EST,86abrahft,Speare Memorial Hospital,Joe,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,9/25 - Final Review,,TRUE,6/17/25,6/23/25,7/6/25,7/8/25,8/1/25,TBC,TBC,TBC,9/25/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,73,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7/15/2025,9/25/2025,72,,,,
8488,Remote,Sep,CST,86abr7rpg,Etowah Pediatrics,Joe,Margaret,Margaret,TRUE,Billed/Set Up,SRA+NVA (Renewal),On Track,8/26 - review phase,6/11/2024,TRUE,8/7/25,8/26/25,9/2/25,8/7/25,9/17/25,9/19/25,9/25/25,9/24/25,9/30/25,TRUE,8/7/25,6/25/24,8/26/25,9/4/25,,,,,,,,9/9/2025,9/25/2025,9/11/2025,TBC,9/30/2025,39,#VALUE!,7,21,-32789,32794,9/4/2025,9/30/2025,26,9/4/2025,9/30/2025,26,
10800,Remote,Sep,EST,86abrv80x,Galvanic Health,,Margaret,Dan,TRUE,Billed/Set Up,SRA+NVA,On Track,"8/26- Documents received, entering review phase",,TRUE,8/21/25,8/26/25,9/9/25,9/4/25,9/17/25,9/19/25,9/25/25,9/24/25,9/30/25,TRUE,8/21/25,TBC,8/26/25,9/4/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/9/2025,9/17/2025,9/11/2025,TBC,9/30/2025,29,,,,,,,,,,,,
,,,,,Q4 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
5119,Remote,Sep,AZ,86abr0ptd,Marana,Amanda,Jordan,Jordan,,Billed/Set Up,SRA (Renewal),On Track,"9/17 - Sent proposed dates for final review, following up on documents from Eric",3/11/2025,TRUE,8/13/25,9/7/25,9/7/25,8/15/25,9/9/25,9/29/25,TBC,TBC,10/9/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,42,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9/10/2025,10/9/2025,29,,,,
10685,Remote,Sep,EST,86abrbqjb,UPC Q3 NVA,Joe,Dan,,TRUE,Billed/Set Up,NVA,On Track,"9/2- Scans complete, sent final review dates",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8/25/25,3/12/25,8/25/25,8/25/25,,,,,,,,9/2/2025,9/11/2025,9/10/2025,TBC,10/8/2025,33,#VALUE!,#VALUE!,1,-32781,32793,#VALUE!,NA,#VALUE!,,,,
6022,Remote,Sep,CST,86ac0698c,Prism (NVA),Joe,Dan,,TRUE,Billed/Set Up,,On Track,9/2- Follow up on NVA credentials to start scans,3/5/2025,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6/11/25,TBC,9/15/25,9/15/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/20/2025,9/25/2025,TBC,TBC,10/14/2025,90,#VALUE!,#VALUE!,69,#VALUE!,#VALUE!,#VALUE!,NA,#VALUE!,,,,
10880,Onsite,Sep,PST,86abrb6yt,Remmie,,Jordan,Jordan,,Billed/Set Up,SRA,On Track,8/27- Interviews conducted,,TRUE,7/23/25,TBC,TBC,7/23/25,8/27/25,TBC,TBC,TBC,10/15/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,61,,,,,,8/20/2025,,,,,,
8511,Remote,Sep,PST,86abrc4u7,Southland Neurologic,Joe,Margaret,Margaret,,Billed/Set Up,SRA (Renewal),On Track,9/23 - Sent proposed final review dates,,TRUE,8/13/25,8/13/25,9/7/25,8/13/25,9/11/25,TBC,9/26/25,9/30/25,10/10/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,43,#VALUE!,12,#VALUE!,#VALUE!,#VALUE!,9/10/2025,10/10/2025,30,,,,
5775,Onsite,Sep,PST,86a7zm3dt,Sound Family Medicine,Amanda,Jordan,Mel,TRUE,Billed/Set Up,SRA+NVA (Renewal),On Track,"10/14 - Sent proposed dates for final review
",2/19/2024,TRUE,2/13/25,9/20/25,9/23/25,6/24/25,9/25/25,10/9/25,10/10/25,TBC,10/21/25,TRUE,9/5/25,TBC,9/18/25,9/18/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,9/25/2025,10/6/2025,10/16/2025,TBC,10/21/25,179,2,12,10,#VALUE!,#VALUE!,3/13/2025,10/21/2025,222,10/3/2025,10/21/2025,18,
7600,Remote,Sep,EST,86ac4bjy4,American Healthcare (NVA),,Dan,,TRUE,Billed/Set Up,NVA (Renewal),,"9/23 - Had kickoff, waiting for NVA credentials to be sent",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9/24/25,,9/23/25,9/23/25,,,,,,,,9/26/2025,TBC,TBC,TBC,10/23/2025,22,,,,,,,,,,,,
10932,Remote,Oct,CST,86abrb71r,Aspire,,Jordan,Jordan,,Billed/Set Up,SRA,On Track,10/15 - Sent proposed dates for final review,,TRUE,7/23/25,9/12/25,9/30/25,9/10/25,10/2/25,TBC,TBC,TBC,10/24/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,68,,,,,,,,,,,,
3439,Onsite,Oct,EST,86abt1vpm,GBMC,,Margaret,Joe,,Billed/Set Up,SRA (Renewal),On Track,10/22 - Proposed final review dates sent,,TRUE,9/3/25,9/17/25,9/23/25,9/23/25,10/7/25,TBC,10/22/25,TBC,10/31/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,43,,,,,,,,,,,,
10875,Remote,Oct,MST,86abrv85y,Planned Parenthood of Utah,,Dan,Joe,,Billed/Set Up,SRA,On Track,10/8 - Follow up on Privacy/Compliance interview to reschedule,,TRUE,9/3/25,9/19/25,9/22/25,9/25/25,10/1/25,TBC,TBC,TBC,10/30/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,42,,,,,,,,,,,,
3657,Onsite,Oct,PST,86abrb6wt,Spokane Digestive,Joe,Dan,Jordan,,Billed/Set Up,SRA (Renewal),On Track,10/15 - Reviewing and compiling information in preparation for the final review,,TRUE,9/12/25,9/24/25,10/3/25,9/12/25,10/7/25,TBC,TBC,TBC,11/6/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,40,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10/10/2025,11/6/2025,27,,,,
10820,Remote,Oct,PST,86abrcca1,Orchid Health,,Jordan,Jordan,,Billed/Set Up,SRA,On Track,10/22 - Review documents and compile final report for final review,,TRUE,8/14/25,9/25/25,10/3/25,8/14/25,10/6/25,TBC,TBC,TBC,11/6/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,61,,,,,,,,,,,,
6049,Remote,Oct,MST,86abt1vmw,Blue Mountain,,Margaret,Margaret,,Billed/Set Up,SRA,On Track,10/22 - Proposed final review dates sent,,TRUE,9/3/25,9/4/25,9/25/25,9/25/25,10/1/25,TBC,TBC,TBC,11/4/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,45,,,,,,,,,,,,
10835,Remote,Nov,EST,86abt5ck0,West Cecil,,Jordan,Jordan,,Billed/Set Up,HIPPA Training,On Track,9/10 - Kickoff set for 10/21 and HIPAA training on 11/5,,,10/21/25,NA,NA,NA,NA,NA,NA,NA,11/5/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,12,,,,,,,,,,,,
10515,Onsite,Oct,CST,86ac0kdtk,LaFourche Medical Group,Joe ,Margaret,Margaret,,Billed/Set Up,SRA (Renewal),On Track,10/15 - Follow up on additional documentation prior to onsite visit,10/20/2023,TRUE,10/3/25,10/3/25,10/20/25,10/3/25,10/22/25,TBC,TBC,TBC,11/14/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,31,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10/31/2025,11/14/2025,14,,,,
3393,Onsite,Sep,PST,86abr882a,CCHS,Joe,Jordan,Summer,,Billed/Set Up,SRA (Renewal),On Track,10/14 - Rescheduled IT interview for 10/23,6/18/2024,TRUE,5/29/25,9/29/25,9/30/25,5/29/25,9/30/25,TBC,TBC,TBC,11/18/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,124,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6/26/2025,11/18/2025,145,,,,
10586,Remote,Oct,PST,86abt57u2,ACS,,Dan,,TRUE,Billed/Set Up,NVA,On Track,10/30 - Kickoff,,TRUE,10/30/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TRUE,9/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,11/21/2025,44,,,,,,,,,,,,
11075,Remote,Oct,AZ,86acm8vaq,Associates In Dermatology,,Dan,,TRUE,Billed/Set Up,NVA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10/16/25,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,11/21/2025,27,,,,,,,,,,,,
3757,Onsite,Oct,PST,86abrv83z,Imperial Health,Joe,Joe,Rachel,,Billed/Set Up,SRA (Renewal),On Track,9/11- Kickoff,,TRUE,9/11/25,9/11/25,TBC,8/8/25,10/21/25,TBC,TBC,TBC,11/21/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,52,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10/9/2025,11/21/2025,43,#VALUE!,NA,#VALUE!,
8781,Remote,Oct,PST,86abrcepg,Ko-Kwel Wellness Center,Amanda,Margaret,Margaret,,Billed/Set Up,SRA,On Track,10/15 - Proposed interview schedule sent,,TRUE,9/30/25,8/21/25,10/19/25,10/21/25,10/29/25,TBC,TBC,TBC,11/24/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,40,NA,#VALUE!,,,,10/28/2025,11/24/2025,27,,,,
8964,Remote,Oct,HI,86a7zm3ht,Hana Health,Joe,Margaret,Margaret,TRUE,Billed/Set Up,SRA+NVA (Renewal),On Track,9/30 - Follow up on documentation,4/8/2025,TRUE,9/16/25,10/14/25,10/19/25,9/16/25,10/21/25,TBC,TBC,TBC,11/25/25,TRUE,9/16/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,11/25/2025,51,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10/14/2025,11/25/2025,42,,,,
8477,Onsite,Nov,PST,86abrca89,Willapa Harbor,,Jordan,Summer,,Billed/Set Up,SRA,On Track,8/25- Onsite scheduled for 10/29,,TRUE,8/25/25,TBC,TBC,8/26/25,10/29/25,TBC,TBC,TBC,12/1/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,71,,,,,,,,,,,,
